a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,target
3,-1.0657085951342746,4,3,-0.2950993871663232,0,0,-0.8701833340815202,2,0,0.1405047057619635,2,-0.4011883971700366,2,1,-0.7149781787710835,3,0.0,0,-0.6546536707079773,0
3,-0.5001959418393557,2,0,0.06170911567235176,3,3,-0.8701833340815202,1,0,0.1405047057619635,2,-1.3921106760227153,2,0,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,2.0446109979877796,2,4,1.805953758395259,0,3,-1.7645135849361147,3,2,-1.6724592395536968,0,-0.13093686657385153,2,1,1.054769788484074,2,0.0,1,1.5275252316519468,0
3,-0.5001959418393557,2,4,-0.7616951216476674,4,2,0.9184771676276685,3,0,-0.7659772668958666,0,0.4095661946185187,2,0,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
3,-0.7829522684868152,4,4,-1.1130142629042088,0,4,0.9184771676276685,2,0,1.0469866784197936,0,1.8509076911315059,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,0.34807303810302276,4,1,1.7341346110290128,4,2,-0.8701833340815202,2,0,1.0469866784197936,1,0.950069255810889,2,1,1.054769788484074,3,0.0,1,-0.6546536707079773,0
1,1.4790983446928607,3,9,0.6422091029829653,0,2,-0.8701833340815202,0,0,-0.7659772668958666,0,-0.49127224070209835,1,1,1.054769788484074,3,0.0,1,1.5275252316519468,0
0,0.9135856913979418,2,6,2.210050824030021,0,1,-1.7645135849361147,0,0,-1.6724592395536968,3,-0.13093686657385153,2,1,-0.7149781787710835,1,0.0,1,1.5275252316519468,0
3,1.4790983446928607,3,1,2.210050824030021,4,3,0.024146916773074168,2,0,-0.7659772668958666,2,-0.4011883971700366,1,1,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,1.4790983446928607,2,4,-0.30058874874845665,4,2,0.9184771676276685,1,0,1.0469866784197936,2,-0.9416914583624069,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,1.4790983446928607,2,1,2.210050824030021,0,1,-1.7645135849361147,3,0,1.0469866784197936,2,-0.6714399277662217,2,0,-0.7149781787710835,3,0.0,1,1.5275252316519468,0
0,1.4790983446928607,3,7,1.7547197169620132,0,2,0.9184771676276685,2,0,0.1405047057619635,1,-0.5813560842341601,1,1,-0.7149781787710835,2,0.0,1,1.5275252316519468,0
3,-1.3484649217817342,2,0,-1.0883121357846084,0,0,-1.7645135849361147,1,0,1.0469866784197936,0,1.6707400040673825,2,1,-0.7149781787710835,0,0.0,1,-0.6546536707079773,0
1,-0.7829522684868152,2,3,-0.13224832689636387,4,4,-1.7645135849361147,1,0,-0.7659772668958666,1,-0.9416914583624069,0,1,-0.7149781787710835,2,0.0,1,1.5275252316519468,0
3,-0.7829522684868152,4,3,1.2579324937789351,4,4,-0.8701833340815202,2,0,1.0469866784197936,1,1.220320786407074,2,0,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
3,0.06531671145556327,4,3,-0.34907810939063555,0,1,0.9184771676276685,1,0,1.0469866784197936,1,-1.1218591454265303,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
3,0.06531671145556327,3,3,-0.6679185279528874,1,3,0.9184771676276685,2,0,0.1405047057619635,0,-0.13093686657385153,2,1,1.054769788484074,3,0.0,0,-0.6546536707079773,0
1,-0.21743961519189622,4,0,-0.9126525651563375,0,4,0.024146916773074168,2,2,0.1405047057619635,0,-0.49127224070209835,0,1,1.054769788484074,2,0.0,0,1.5275252316519468,0
3,-0.7829522684868152,4,4,-0.8284823542302912,4,4,0.9184771676276685,1,0,-0.7659772668958666,0,0.22939850755439528,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
3,1.4790983446928607,4,1,2.210050824030021,4,2,0.9184771676276685,2,0,-0.7659772668958666,2,-0.49127224070209835,2,1,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,1.4790983446928607,2,0,-0.9798972445374724,2,4,0.9184771676276685,2,0,1.0469866784197936,1,0.04923082049027188,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,-1.2542128128992476,2,4,-0.2909823659797231,0,2,0.024146916773074168,2,2,-0.7659772668958666,0,-0.13093686657385153,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,0.34807303810302276,4,4,-0.3788121512938585,1,4,0.9184771676276685,2,0,1.0469866784197936,1,1.4905723170032592,0,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,-1.3484649217817342,2,4,-0.4314185331226375,0,3,-0.8701833340815202,3,0,-0.7659772668958666,0,-0.5813560842341601,2,0,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,-0.5001959418393557,4,9,-0.33169513104721293,2,2,-0.8701833340815202,2,0,1.0469866784197936,2,-0.7615237712982834,0,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,-0.5001959418393557,4,4,-0.722812143774222,0,2,0.9184771676276685,2,0,1.0469866784197936,3,-0.040853023041789824,2,2,1.054769788484074,2,0.0,1,-0.6546536707079773,0
1,0.34807303810302276,4,9,-0.5105568292650615,0,4,0.9184771676276685,0,0,1.0469866784197936,0,-0.4011883971700366,2,1,1.054769788484074,2,0.0,1,1.5275252316519468,0
3,-0.5001959418393557,2,0,1.0397303708891301,2,4,-1.7645135849361147,1,0,1.0469866784197936,3,-0.040853023041789824,2,2,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
2,-1.3484649217817342,2,0,-1.071386604239697,3,1,-0.8701833340815202,3,0,-0.7659772668958666,0,-0.7615237712982834,2,1,-0.7149781787710835,0,0.0,0,-0.6546536707079773,1
1,-1.1599607040167612,2,4,-0.748886611289356,0,2,0.9184771676276685,2,2,-0.7659772668958666,0,-0.22102071010591323,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,1
3,0.34807303810302276,2,3,-0.09885471060505197,2,4,0.024146916773074168,2,0,1.0469866784197936,1,1.5806561605353209,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,-0.6887001596043287,4,9,-0.5736844874595963,0,1,0.024146916773074168,2,0,-1.6724592395536968,1,-0.6714399277662217,0,1,1.054769788484074,1,0.0,0,-0.6546536707079773,0
1,-0.7829522684868152,2,9,-0.9213440543280489,1,3,0.024146916773074168,2,0,1.0469866784197936,0,0.319482351086457,2,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,0
1,2.0446109979877796,4,9,1.3279218539511368,0,3,-0.8701833340815202,1,0,-1.6724592395536968,0,0.4996500381505804,0,1,1.054769788484074,1,0.0,0,-0.6546536707079773,0
3,1.4790983446928607,3,4,0.6417516561844542,0,2,0.9184771676276685,1,0,1.0469866784197936,0,-0.13093686657385153,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
0,2.0446109979877796,2,5,-4.620212664967489e-05,0,2,0.024146916773074168,2,0,1.0469866784197936,2,1.6707400040673825,2,1,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,-0.7829522684868152,4,4,-0.805152567506224,0,2,0.9184771676276685,1,0,-0.7659772668958666,1,-0.040853023041789824,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
1,2.0446109979877796,1,9,0.23553889910657802,1,3,0.9184771676276685,2,0,-0.7659772668958666,2,-0.49127224070209835,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,-1.3484649217817342,4,3,-0.8371738434020025,4,2,-1.7645135849361147,3,0,-0.7659772668958666,1,-0.7615237712982834,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,-1.536969139546707,4,4,-0.6894185274829101,0,3,-0.8701833340815202,2,0,-1.6724592395536968,0,0.5897338816826421,2,1,2.824517755739232,1,0.0,0,-0.6546536707079773,0
1,-0.7829522684868152,2,4,-1.109812135314631,0,1,0.9184771676276685,3,2,-1.6724592395536968,0,-0.8516076148303452,0,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,0
1,-0.7829522684868152,2,0,-0.4799078937648164,0,3,0.024146916773074168,2,0,1.0469866784197936,1,-0.49127224070209835,2,0,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,0.34807303810302276,2,0,0.03288996736615109,0,1,0.9184771676276685,1,0,-1.6724592395536968,1,-0.7615237712982834,2,1,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,-0.5001959418393557,2,3,-0.15695045401596444,0,1,-0.8701833340815202,2,0,0.1405047057619635,1,-0.7615237712982834,0,1,1.054769788484074,1,0.0,0,-0.6546536707079773,0
3,-0.7829522684868152,4,7,0.2350814523080669,4,1,-0.8701833340815202,2,0,-1.6724592395536968,1,0.13931466402233358,2,1,1.054769788484074,1,0.0,0,-0.6546536707079773,0
2,-0.7829522684868152,4,0,-0.7186951225876219,2,0,-0.8701833340815202,2,0,1.0469866784197936,3,2.6166203611540304,0,2,2.824517755739232,0,0.0,0,-0.6546536707079773,0
3,-0.5001959418393557,4,4,-0.7735887384089566,0,2,0.9184771676276685,2,0,-0.7659772668958666,1,-0.4011883971700366,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
1,-0.7829522684868152,2,4,-0.8659929917082031,2,2,0.024146916773074168,0,0,-1.6724592395536968,2,-0.8516076148303452,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
1,-0.7829522684868152,2,4,-0.8911525656263148,0,3,0.9184771676276685,2,2,0.1405047057619635,0,-0.5813560842341601,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,1
0,0.34807303810302276,2,3,2.136230346920289,4,1,-1.7645135849361147,1,0,-0.7659772668958666,1,-0.49127224070209835,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,1
0,-0.21743961519189622,2,5,-0.839003630596047,0,2,0.9184771676276685,3,0,0.1405047057619635,0,1.0401530993429506,2,1,-0.7149781787710835,1,0.0,1,1.5275252316519468,0
1,-0.7829522684868152,2,4,1.5630495083858533,4,0,-0.8701833340815202,2,0,-1.6724592395536968,3,1.4905723170032592,2,1,-0.7149781787710835,3,0.0,1,1.5275252316519468,0
1,0.34807303810302276,2,4,-0.46298236221990485,0,1,-1.7645135849361147,3,0,-1.6724592395536968,1,-1.211942988958592,2,1,-0.7149781787710835,2,0.0,1,1.5275252316519468,0
1,-0.028935397426923224,3,2,-0.19308875109834306,0,2,-0.8701833340815202,2,0,0.1405047057619635,2,-0.5813560842341601,0,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
2,-0.5001959418393557,4,4,-0.8143015034764464,4,2,0.024146916773074168,2,0,1.0469866784197936,3,0.319482351086457,2,2,1.054769788484074,2,0.0,1,1.5275252316519468,0
3,-0.7829522684868152,2,4,-1.0279291583811403,0,4,0.9184771676276685,2,0,1.0469866784197936,2,0.22939850755439528,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,-0.9714564862517882,4,3,-0.44925895826457124,4,2,-0.8701833340815202,3,0,-1.6724592395536968,2,-0.8516076148303452,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,1
3,2.0446109979877796,3,4,1.9152835432394169,4,4,0.024146916773074168,2,0,0.1405047057619635,2,-0.31110455363797496,0,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
2,-0.21743961519189622,2,3,-0.0009610957236719184,0,1,-1.7645135849361147,1,0,-1.6724592395536968,1,0.8599854122788272,1,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,0
1,-0.5001959418393557,2,0,-0.1921738575013208,1,2,-0.8701833340815202,1,0,1.0469866784197936,2,-0.6714399277662217,2,0,1.054769788484074,2,0.0,1,1.5275252316519468,0
1,0.9135856913979418,2,3,0.1783580492926878,1,2,-0.8701833340815202,1,1,1.0469866784197936,2,-1.3020268324906537,2,0,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,0.34807303810302276,2,4,-0.3509078965846801,0,3,0.9184771676276685,2,0,-0.7659772668958666,2,-0.6714399277662217,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,-0.21743961519189622,4,3,-0.9158546927459154,0,1,0.9184771676276685,1,0,1.0469866784197936,1,-1.3020268324906537,2,0,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,0.34807303810302276,2,3,0.5113793186087844,0,2,0.9184771676276685,2,0,1.0469866784197936,1,-0.6714399277662217,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,0.6308293647504822,3,1,1.332953768734759,0,4,-1.7645135849361147,2,0,-0.7659772668958666,2,-0.49127224070209835,2,1,1.054769788484074,3,0.0,1,-0.6546536707079773,0
1,-0.5001959418393557,1,0,1.7377941854171017,1,0,-1.7645135849361147,2,0,-0.7659772668958666,1,-0.13093686657385153,2,1,-0.7149781787710835,3,0.0,1,1.5275252316519468,0
0,-1.3484649217817342,4,0,-0.7731312916104455,0,1,-0.8701833340815202,2,0,1.0469866784197936,0,0.4095661946185187,2,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,1
3,-0.21743961519189622,4,3,-0.564535551489374,0,2,0.9184771676276685,1,0,-0.7659772668958666,3,-0.6714399277662217,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,0.34807303810302276,4,0,-0.5082695952725059,3,4,0.9184771676276685,2,0,1.0469866784197936,0,2.211243065259753,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
3,-0.9714564862517882,4,0,-0.8325993754168912,0,4,0.024146916773074168,2,0,1.0469866784197936,0,-0.31110455363797496,2,1,1.054769788484074,1,0.0,0,-0.6546536707079773,1
3,-1.3484649217817342,4,4,-0.6848440594977989,0,3,-1.7645135849361147,1,0,-0.7659772668958666,2,-1.0317753018944686,2,0,1.054769788484074,2,0.0,1,-0.6546536707079773,0
3,-0.21743961519189622,4,4,-1.1079823481205866,2,4,0.9184771676276685,2,0,0.1405047057619635,1,-0.31110455363797496,0,1,1.054769788484074,3,0.0,1,-0.6546536707079773,0
3,-0.5001959418393557,3,4,-0.7196100161846442,0,2,0.9184771676276685,3,0,0.1405047057619635,0,-0.22102071010591323,0,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
0,2.0446109979877796,0,9,2.210050824030021,0,4,-0.8701833340815202,2,0,1.0469866784197936,2,-0.5813560842341601,2,0,1.054769788484074,2,0.0,0,1.5275252316519468,0
0,-1.3484649217817342,2,0,-0.8454078857752026,1,4,0.024146916773074168,2,0,-0.7659772668958666,1,0.6798177252147038,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
1,-1.2542128128992476,2,4,-0.2173334314194325,0,2,-0.8701833340815202,2,2,-0.7659772668958666,0,-0.040853023041789824,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,0.34807303810302276,2,1,2.210050824030021,0,4,0.9184771676276685,1,0,-0.7659772668958666,3,0.7699015687467655,2,2,-0.7149781787710835,3,0.0,1,1.5275252316519468,0
3,0.9135856913979418,4,1,2.0790494971063986,4,4,-1.7645135849361147,2,0,1.0469866784197936,2,2.481494595855938,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,-0.5001959418393557,3,3,-0.9565674578134052,3,3,0.024146916773074168,1,0,-0.7659772668958666,1,-0.49127224070209835,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
1,2.0446109979877796,2,4,0.4244644268916713,4,3,0.9184771676276685,2,0,-1.6724592395536968,2,0.4996500381505804,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
3,0.34807303810302276,4,6,-0.45429087304819354,0,2,0.9184771676276685,0,0,-0.7659772668958666,0,-0.22102071010591323,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
0,-0.21743961519189622,2,3,0.27396443018151223,0,1,-1.7645135849361147,1,0,1.0469866784197936,2,-1.211942988958592,2,0,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,0.34807303810302276,2,2,-0.5928972529970634,0,4,0.9184771676276685,1,2,1.0469866784197936,0,2.0310753781956294,2,1,-0.7149781787710835,1,0.0,1,-0.6546536707079773,0
1,-0.5001959418393557,4,4,-0.692620655072488,4,4,0.9184771676276685,2,2,1.0469866784197936,0,1.3104046299391356,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
3,-0.7829522684868152,2,4,-0.7127483142069774,0,1,0.9184771676276685,1,0,0.1405047057619635,2,-0.13093686657385153,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,2.0446109979877796,1,0,2.210050824030021,4,0,0.9184771676276685,2,1,1.0469866784197936,3,0.04923082049027188,2,2,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
0,2.0446109979877796,2,0,2.210050824030021,0,1,-1.7645135849361147,1,0,-1.6724592395536968,0,-0.040853023041789824,2,1,-0.7149781787710835,1,0.0,1,-0.6546536707079773,0
1,-0.21743961519189622,2,7,-0.8289398010288023,4,2,0.9184771676276685,2,0,1.0469866784197936,3,2.3013269087918147,2,2,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,-0.9714564862517882,2,7,-1.0631525618664965,2,4,0.9184771676276685,2,0,1.0469866784197936,3,0.950069255810889,2,2,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,-0.8772043773693017,4,0,0.3906133638018483,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,0.04923082049027188,2,0,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,-1.3484649217817342,2,3,0.7135708035507002,0,1,-1.7645135849361147,1,0,1.0469866784197936,1,-0.31110455363797496,2,1,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
1,-0.7829522684868152,2,4,-0.6788972511171544,0,2,-1.7645135849361147,1,0,-1.6724592395536968,2,-1.211942988958592,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,0.06531671145556327,1,0,-0.6423015072362646,4,2,0.9184771676276685,2,0,-0.7659772668958666,1,0.4095661946185187,2,1,1.054769788484074,1,0.0,0,1.5275252316519468,0
0,1.4790983446928607,2,3,0.1806452832852434,0,4,0.9184771676276685,2,0,-0.7659772668958666,2,0.5897338816826421,2,1,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,0.34807303810302276,2,1,2.210050824030021,4,2,-0.8701833340815202,0,0,1.0469866784197936,3,1.1302369428750123,2,2,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
1,2.0446109979877796,0,9,2.210050824030021,4,2,-0.8701833340815202,2,0,-0.7659772668958666,2,1.1302369428750123,0,1,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,0.34807303810302276,3,9,-0.033439818417961564,4,2,0.9184771676276685,2,0,1.0469866784197936,0,-0.31110455363797496,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
3,0.34807303810302276,2,1,1.0895920719268424,4,0,-0.8701833340815202,1,0,1.0469866784197936,1,-0.8516076148303452,2,0,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
1,-0.5001959418393557,2,6,-0.7031419314382438,1,2,0.9184771676276685,2,2,-0.7659772668958666,0,-1.211942988958592,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,1.4790983446928607,3,0,2.210050824030021,1,4,-0.8701833340815202,2,0,1.0469866784197936,2,0.5897338816826421,2,1,3.7093917393668105,3,0.0,1,1.5275252316519468,0
0,0.34807303810302276,3,0,-0.7859398019687568,0,0,0.9184771676276685,2,0,-0.7659772668958666,0,0.6798177252147038,2,2,1.054769788484074,2,0.0,0,1.5275252316519468,0
3,-1.0657085951342746,2,3,-0.7607802280506452,0,2,0.9184771676276685,1,0,-0.7659772668958666,0,-0.8516076148303452,2,0,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,-1.0657085951342746,2,3,-0.48997172333206107,0,1,-0.8701833340815202,1,1,-0.7659772668958666,2,-1.4821945195547772,2,0,1.054769788484074,2,0.0,0,1.5275252316519468,0
0,-0.7829522684868152,2,3,-0.2168759846209214,0,2,-0.8701833340815202,0,0,-1.6724592395536968,2,0.5897338816826421,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
3,0.34807303810302276,4,2,1.4926027014151406,0,0,0.9184771676276685,2,1,-0.7659772668958666,3,-0.7615237712982834,0,1,1.054769788484074,3,0.0,1,-0.6546536707079773,0
3,-1.3484649217817342,4,0,-0.4442270434809489,2,2,-1.7645135849361147,3,0,-0.7659772668958666,2,-1.0317753018944686,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,-0.21743961519189622,2,3,-0.46298236221990485,0,2,-1.7645135849361147,1,0,1.0469866784197936,0,-1.3921106760227153,0,0,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,-0.5001959418393557,2,5,-0.9959078824853617,4,1,0.9184771676276685,1,0,-1.6724592395536968,0,-1.0317753018944686,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,-1.3484649217817342,4,4,-0.5004929996978169,0,3,-1.7645135849361147,1,0,1.0469866784197936,2,-0.4011883971700366,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,-0.9714564862517882,2,0,1.9473048191351954,0,0,-0.8701833340815202,2,0,1.0469866784197936,3,2.6166203611540304,0,2,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
2,0.34807303810302276,2,3,-0.5151312972501727,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-0.8516076148303452,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
1,0.34807303810302276,2,0,-0.7758759724015122,0,1,0.024146916773074168,1,0,1.0469866784197936,2,-0.9416914583624069,2,1,-0.7149781787710835,1,0.0,1,1.5275252316519468,0
0,-0.7829522684868152,2,7,-1.0320461795677403,0,1,0.9184771676276685,1,0,1.0469866784197936,1,1.5806561605353209,2,1,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
2,0.9135856913979418,4,4,-0.015599393276027815,0,4,0.9184771676276685,2,0,1.0469866784197936,1,1.0401530993429506,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,2.0446109979877796,1,9,2.119762262173888,0,3,-0.8701833340815202,1,2,1.0469866784197936,2,0.13931466402233358,2,0,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
3,-0.7829522684868152,4,9,-0.3472483221965911,0,0,0.9184771676276685,2,0,-0.7659772668958666,2,0.5897338816826421,1,1,1.054769788484074,3,0.0,1,1.5275252316519468,0
0,1.4790983446928607,2,7,-0.4913440637275944,4,4,0.9184771676276685,2,0,1.0469866784197936,3,0.4095661946185187,2,1,-0.7149781787710835,3,0.0,1,1.5275252316519468,0
3,1.4790983446928607,4,0,2.197528217920779,0,2,0.9184771676276685,1,0,-0.7659772668958666,0,-0.9416914583624069,1,1,1.054769788484074,2,0.0,1,1.5275252316519468,0
3,-0.21743961519189622,4,0,-0.12630151851571927,0,3,-0.8701833340815202,2,0,-0.7659772668958666,1,-0.4011883971700366,0,1,1.054769788484074,2,0.0,0,1.5275252316519468,0
1,0.06531671145556327,3,0,-0.3193440674874127,0,2,-1.7645135849361147,0,0,1.0469866784197936,1,1.0401530993429506,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
3,-0.21743961519189622,2,0,-0.5631632110938405,0,2,-0.8701833340815202,3,0,-0.7659772668958666,1,-0.49127224070209835,2,1,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,-0.7829522684868152,2,1,-0.27725896202438943,4,1,-0.8701833340815202,3,0,1.0469866784197936,2,-0.8516076148303452,2,0,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,-0.7829522684868152,2,4,-0.6272057628853975,2,4,0.024146916773074168,3,0,-1.6724592395536968,0,-0.040853023041789824,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
0,-0.21743961519189622,3,7,2.210050824030021,4,2,-1.7645135849361147,1,0,-0.7659772668958666,2,-1.1218591454265303,2,0,1.054769788484074,2,0.0,1,-0.6546536707079773,0
1,0.5365772558679958,2,1,2.210050824030021,0,1,-0.8701833340815202,2,0,0.1405047057619635,2,-0.49127224070209835,2,1,1.054769788484074,2,0.0,0,-0.6546536707079773,0
0,-0.7829522684868152,2,1,0.15319847537457612,0,4,0.024146916773074168,2,0,1.0469866784197936,3,-0.040853023041789824,2,2,-0.7149781787710835,2,0.0,1,1.5275252316519468,0
2,-0.7829522684868152,4,0,-0.9661738405821388,2,3,0.9184771676276685,3,0,-0.7659772668958666,0,-0.6714399277662217,2,1,2.824517755739232,2,0.0,1,1.5275252316519468,0
3,-0.7829522684868152,4,4,-1.031131285970718,4,4,0.9184771676276685,1,0,0.1405047057619635,1,-0.22102071010591323,0,1,-0.7149781787710835,1,0.0,0,1.5275252316519468,0
0,0.34807303810302276,2,3,-0.5965568273851525,0,1,0.9184771676276685,2,1,-1.6724592395536968,1,-1.0317753018944686,2,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,1
0,-0.7829522684868152,0,6,-0.8888653316337592,0,3,0.9184771676276685,2,0,0.1405047057619635,0,-0.6714399277662217,2,1,1.054769788484074,2,0.0,0,1.5275252316519468,0
1,-0.6887001596043287,2,4,-0.43462066071221533,0,1,-0.8701833340815202,1,2,1.0469866784197936,1,-1.1218591454265303,2,1,-0.7149781787710835,1,0.0,0,-0.6546536707079773,0
0,0.34807303810302276,2,1,1.6138261030205878,0,0,0.9184771676276685,2,0,-0.7659772668958666,3,-0.5813560842341601,2,2,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,2.0446109979877796,3,4,2.210050824030021,2,3,0.9184771676276685,2,0,-1.6724592395536968,2,0.13931466402233358,2,1,-0.7149781787710835,3,0.0,1,-0.6546536707079773,0
3,-0.7829522684868152,4,4,-1.1569291555612766,2,4,0.9184771676276685,2,0,1.0469866784197936,1,0.5897338816826421,2,1,1.054769788484074,2,0.0,1,-0.6546536707079773,0
0,0.34807303810302276,1,3,-0.10205683819462982,2,2,0.9184771676276685,2,0,1.0469866784197936,0,-1.211942988958592,1,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
1,0.34807303810302276,2,0,-0.15237598603085323,0,2,0.024146916773074168,1,0,1.0469866784197936,1,-1.3921106760227153,2,0,-0.7149781787710835,1,0.0,1,1.5275252316519468,0
2,-0.9714564862517882,2,0,-0.8284823542302912,1,4,-1.7645135849361147,1,0,1.0469866784197936,3,1.1302369428750123,2,2,-0.7149781787710835,1,0.0,0,1.5275252316519468,0
1,-0.7829522684868152,2,0,-0.7928015039464237,3,4,0.9184771676276685,2,0,1.0469866784197936,0,1.6707400040673825,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,2.0446109979877796,2,9,0.5749644236018303,0,1,0.024146916773074168,1,0,1.0469866784197936,1,-1.0317753018944686,2,0,-0.7149781787710835,2,0.0,0,1.5275252316519468,0
0,-0.7829522684868152,2,3,-0.21641853782241027,0,0,0.024146916773074168,1,0,1.0469866784197936,3,1.7608238475994442,2,2,-0.7149781787710835,3,0.0,0,-0.6546536707079773,0
3,0.34807303810302276,2,4,-0.7960036315360015,1,3,0.9184771676276685,3,0,0.1405047057619635,1,-0.8516076148303452,2,1,-0.7149781787710835,2,0.0,1,-0.6546536707079773,0
0,0.9135856913979418,4,1,1.434506958004228,1,3,-1.7645135849361147,3,0,1.0469866784197936,2,-1.0317753018944686,2,0,1.054769788484074,2,0.0,0,-0.6546536707079773,0
1,-0.21743961519189622,3,6,1.4422835535789171,0,2,-0.8701833340815202,2,0,1.0469866784197936,0,0.7699015687467655,2,1,-0.7149781787710835,1,0.0,1,-0.6546536707079773,0
1,-1.3484649217817342,2,4,-0.9071632035742041,0,4,0.9184771676276685,2,0,1.0469866784197936,2,-0.6714399277662217,2,1,-0.7149781787710835,2,0.0,0,-0.6546536707079773,0
